id,length,positivity,negativity,pubdate_day,pubdate_month,pubdate_year,pubdate_dayofweek,pubdate_weeknr
569f5d342d0059663a7c9633,3714,2,-4,6,3,2014,3,9
569f5d372d0059663a7c9e06,2898,2,-3,22,3,2014,5,11
569f5d482d0059663a7cba25,466,1,-2,1,4,2014,1,13
569f5d492d0059663a7cbacc,762,1,-1,1,4,2014,1,13
569f5d4a2d0059663a7cbce7,455,1,-1,3,4,2014,3,13
569f5d4f2d0059663a7cc84b,758,1,-3,14,4,2014,0,15
569f5d4f2d0059663a7cc880,2135,3,-3,14,4,2014,0,15
569f5d512d0059663a7ccca9,685,3,-1,17,4,2014,3,15
569f5d512d0059663a7ccd65,3991,3,-3,17,4,2014,3,15
569f5d532d0059663a7cd191,927,1,-2,21,4,2014,0,16
569f5d562d0059663a7cd88a,4663,3,-3,27,4,2014,6,17
569f5d572d0059663a7cd981,1003,1,-3,28,4,2014,0,17
569f5d572d0059663a7cd982,1004,1,-3,28,4,2014,0,17
569f5d572d0059663a7cd98b,2172,3,-3,28,4,2014,0,17
569f5d572d0059663a7cdaa1,1121,2,-3,28,4,2014,0,17
569f5d582d0059663a7cdb65,2460,4,-3,29,4,2014,1,17
569f5d582d0059663a7cdc66,996,3,-1,30,4,2014,2,17
569f5d582d0059663a7cdc74,1117,3,-3,30,4,2014,2,17
569f5d582d0059663a7cdc75,1683,3,-3,30,4,2014,2,17
569f5d582d0059663a7cdcdb,967,1,-3,30,4,2014,2,17
569f5d5a2d0059663a7ce0bd,5719,3,-4,4,4,2014,4,13
569f5d5b2d0059663a7ce3c0,751,2,-2,9,4,2014,2,14
569f5d5d2d0059663a7ce88f,3455,3,-3,18,4,2014,4,15
569f5d5e2d0059663a7cee62,3203,2,-3,28,4,2014,0,17
569f5d6c2d0059663a7d16dd,2850,3,-3,8,5,2014,3,18
569f5d712d0059663a7d2712,938,3,-3,3,5,2014,5,17
569f5d712d0059663a7d2713,936,3,-3,3,5,2014,5,17
569f5d712d0059663a7d2829,4727,3,-3,4,5,2014,6,18
569f5d722d0059663a7d293a,880,1,-1,5,5,2014,0,18
569f5d732d0059663a7d2c27,451,1,-3,7,5,2014,2,18
569f5d742d0059663a7d301f,405,1,-3,10,5,2014,5,18
569f5d752d0059663a7d3502,1650,2,-3,14,5,2014,2,19
569f5d762d0059663a7d363e,2879,3,-3,15,5,2014,3,19
569f5d762d0059663a7d3693,297,1,-2,15,5,2014,3,19
569f5d762d0059663a7d36c7,4531,3,-3,15,5,2014,3,19
569f5d762d0059663a7d374a,585,1,-3,15,5,2014,3,19
569f5d762d0059663a7d37e9,3076,3,-4,16,5,2014,4,19
569f5d782d0059663a7d3cb4,1082,2,-3,20,5,2014,1,20
569f5d782d0059663a7d3d9e,778,2,-2,20,5,2014,1,20
569f5d782d0059663a7d3dd3,3033,2,-3,21,5,2014,2,20
569f5d782d0059663a7d3e15,1681,2,-2,21,5,2014,2,20
569f5d782d0059663a7d3e80,1019,1,-3,21,5,2014,2,20
569f5d782d0059663a7d3ea8,2315,2,-3,21,5,2014,2,20
569f5d782d0059663a7d3f4f,1604,1,-2,22,5,2014,3,20
569f5d782d0059663a7d3f6e,104,1,-1,22,5,2014,3,20
569f5d792d0059663a7d3f8f,879,1,-2,22,5,2014,3,20
569f5d792d0059663a7d3fa8,778,1,-2,22,5,2014,3,20
569f5d792d0059663a7d4010,5115,4,-3,22,5,2014,3,20
569f5d792d0059663a7d41c6,1280,1,-2,23,5,2014,4,20
569f5d7a2d0059663a7d4515,1238,1,-3,27,5,2014,1,21
569f5d7b2d0059663a7d481b,759,1,-2,29,5,2014,3,21
569f5d7c2d0059663a7d4c28,938,3,-3,3,5,2014,5,17
569f5d7d2d0059663a7d4d30,2464,2,-4,5,5,2014,0,18
569f5d7d2d0059663a7d4d38,3134,2,-4,5,5,2014,0,18
569f5d7d2d0059663a7d4d5e,3675,2,-4,5,5,2014,0,18
569f5d7d2d0059663a7d4d6f,3769,2,-4,5,5,2014,0,18
569f5d7d2d0059663a7d4dbe,2410,2,-2,6,5,2014,1,18
569f5d7d2d0059663a7d4dc8,2685,2,-3,6,5,2014,1,18
569f5d7d2d0059663a7d4dcf,2548,2,-3,6,5,2014,1,18
569f5d7d2d0059663a7d4dd9,2849,2,-3,6,5,2014,1,18
569f5d7d2d0059663a7d4de3,2849,2,-3,6,5,2014,1,18
569f5d7d2d0059663a7d4ded,1378,4,-3,6,5,2014,1,18
569f5d7d2d0059663a7d4f00,1072,3,-3,8,5,2014,3,18
569f5d7d2d0059663a7d4f2e,1974,2,-3,8,5,2014,3,18
569f5d7e2d0059663a7d50b2,1861,2,-3,10,5,2014,5,18
569f5d7e2d0059663a7d50b7,1861,2,-3,10,5,2014,5,18
569f5d7e2d0059663a7d50be,2292,4,-3,10,5,2014,5,18
569f5d7e2d0059663a7d50d8,2072,5,-3,11,5,2014,6,19
569f5d7e2d0059663a7d5165,3561,3,-3,12,5,2014,0,19
569f5d7e2d0059663a7d517b,3561,3,-3,12,5,2014,0,19
569f5d7e2d0059663a7d528b,1510,1,-3,13,5,2014,1,19
569f5d7f2d0059663a7d536b,4129,3,-3,15,5,2014,3,19
569f5d7f2d0059663a7d537f,4129,3,-3,15,5,2014,3,19
569f5d7f2d0059663a7d5638,3819,2,-3,20,5,2014,1,20
569f5d802d0059663a7d57b2,3731,2,-4,22,5,2014,3,20
569f5d802d0059663a7d57b7,3731,2,-4,22,5,2014,3,20
569f5d812d0059663a7d5b0c,3194,2,-3,27,5,2014,1,21
569f5d812d0059663a7d5b1c,3537,2,-3,27,5,2014,1,21
569f5d812d0059663a7d5b27,3537,2,-3,27,5,2014,1,21
569f5d8e2d0059663a7d84ac,893,1,-2,3,6,2014,1,22
569f5d8e2d0059663a7d84b1,2159,1,-4,4,6,2014,2,22
569f5d8e2d0059663a7d84c2,884,1,-1,4,6,2014,2,22
569f5d8f2d0059663a7d8798,4241,4,-4,28,6,2014,5,25
569f5d932d0059663a7d93ff,226,1,-1,2,6,2014,0,22
569f5d932d0059663a7d9535,2284,3,-2,3,6,2014,1,22
569f5d932d0059663a7d964b,1868,1,-3,3,6,2014,1,22
569f5d932d0059663a7d9660,1935,1,-3,4,6,2014,2,22
569f5d932d0059663a7d9667,875,1,-3,4,6,2014,2,22
569f5d932d0059663a7d966d,458,2,-1,4,6,2014,2,22
569f5d932d0059663a7d9678,222,1,-3,4,6,2014,2,22
569f5d932d0059663a7d9681,1052,1,-3,4,6,2014,2,22
569f5d932d0059663a7d968b,2521,3,-2,4,6,2014,2,22
569f5d932d0059663a7d96a4,198,1,-2,4,6,2014,2,22
569f5d932d0059663a7d96c1,572,1,-3,4,6,2014,2,22
569f5d932d0059663a7d96c2,269,1,-3,4,6,2014,2,22
569f5d932d0059663a7d96d5,261,2,-1,4,6,2014,2,22
569f5d932d0059663a7d9715,605,1,-4,4,6,2014,2,22
569f5d932d0059663a7d9720,1351,2,-5,4,6,2014,2,22
569f5d932d0059663a7d974f,573,1,-2,4,6,2014,2,22
569f5d932d0059663a7d978b,981,1,-3,4,6,2014,2,22
569f5d942d0059663a7d97d6,2856,4,-3,5,6,2014,3,22
569f5d942d0059663a7d9864,2685,2,-3,5,6,2014,3,22
569f5d942d0059663a7d98bb,516,1,-4,5,6,2014,3,22
569f5d942d0059663a7d98cd,925,2,-3,5,6,2014,3,22
569f5d942d0059663a7d98f0,1621,2,-4,5,6,2014,3,22
569f5d952d0059663a7d9ba9,786,2,-2,8,6,2014,6,23
569f5d952d0059663a7d9c54,2293,3,-3,9,6,2014,0,23
569f5d982d0059663a7da03a,1302,2,-3,12,6,2014,3,23
569f5d982d0059663a7da047,330,1,-1,12,6,2014,3,23
569f5d982d0059663a7da04f,528,1,-1,12,6,2014,3,23
569f5d982d0059663a7da0cb,316,1,-2,12,6,2014,3,23
569f5d982d0059663a7da17e,3121,4,-3,13,6,2014,4,23
569f5d982d0059663a7da1fd,861,1,-2,13,6,2014,4,23
569f5d982d0059663a7da227,1282,1,-3,13,6,2014,4,23
569f5d982d0059663a7da22f,3970,3,-3,13,6,2014,4,23
569f5d982d0059663a7da306,802,1,-3,14,6,2014,5,23
569f5d982d0059663a7da349,1957,1,-3,14,6,2014,5,23
569f5d992d0059663a7da5f0,699,1,-3,17,6,2014,1,24
569f5d992d0059663a7da60b,1060,3,-1,17,6,2014,1,24
569f5d992d0059663a7da619,2877,3,-4,17,6,2014,1,24
569f5d992d0059663a7da626,2356,3,-5,17,6,2014,1,24
569f5d992d0059663a7da62a,2461,3,-3,17,6,2014,1,24
569f5d992d0059663a7da6e6,617,1,-2,17,6,2014,1,24
569f5d9a2d0059663a7da761,339,3,-2,18,6,2014,2,24
569f5d9a2d0059663a7da767,2069,3,-2,18,6,2014,2,24
569f5d9a2d0059663a7da76a,2059,3,-2,18,6,2014,2,24
569f5d9a2d0059663a7da7da,379,3,-1,18,6,2014,2,24
569f5d9a2d0059663a7da841,3941,3,-3,18,6,2014,2,24
569f5d9a2d0059663a7da8fd,2243,3,-5,19,6,2014,3,24
569f5d9a2d0059663a7da940,710,1,-3,19,6,2014,3,24
569f5d9a2d0059663a7da980,355,1,-2,19,6,2014,3,24
569f5d9a2d0059663a7da9af,4718,3,-3,19,6,2014,3,24
569f5d9a2d0059663a7daa88,1928,2,-3,20,6,2014,4,24
569f5d9b2d0059663a7dacce,4633,3,-5,22,6,2014,6,25
569f5d9b2d0059663a7dadc6,2501,4,-5,23,6,2014,0,25
569f5d9c2d0059663a7db099,2561,3,-4,25,6,2014,2,25
569f5d9d2d0059663a7db38b,2604,3,-3,27,6,2014,4,25
569f5d9d2d0059663a7db3ec,1246,1,-3,27,6,2014,4,25
569f5d9e2d0059663a7db9be,1946,1,-3,3,6,2014,1,22
569f5d9e2d0059663a7db9c0,3443,2,-3,3,6,2014,1,22
569f5d9e2d0059663a7db9c1,3259,2,-3,3,6,2014,1,22
569f5d9e2d0059663a7db9c7,4594,2,-3,4,6,2014,2,22
569f5d9e2d0059663a7db9ef,6800,2,-4,4,6,2014,2,22
569f5d9f2d0059663a7dba4c,4159,1,-4,4,6,2014,2,22
569f5d9f2d0059663a7dba75,976,1,-3,4,6,2014,2,22
569f5d9f2d0059663a7dbb13,516,1,-4,5,6,2014,3,22
569f5d9f2d0059663a7dbb9d,526,1,-2,6,6,2014,4,22
569f5d9f2d0059663a7dbbbb,1249,1,-4,6,6,2014,4,22
569f5da02d0059663a7dbffb,2959,2,-2,14,6,2014,5,23
569f5da02d0059663a7dc032,1909,1,-3,14,6,2014,5,23
569f5da02d0059663a7dc122,3664,3,-3,16,6,2014,0,24
569f5da12d0059663a7dc236,2073,3,-2,18,6,2014,2,24
569f5da12d0059663a7dc242,2073,3,-2,18,6,2014,2,24
569f5da12d0059663a7dc446,876,1,-3,21,6,2014,5,24
569f5da22d0059663a7dc806,1740,1,-3,27,6,2014,4,25
569f5da22d0059663a7dc81e,1198,1,-4,27,6,2014,4,25
569f5da22d0059663a7dc835,610,1,-2,27,6,2014,4,25
569f5de32d0059663a7de58b,1758,1,-3,10,7,2014,3,27
569f5de42d0059663a7de6bc,9588,3,-4,21,7,2014,0,29
569f5de42d0059663a7de730,3986,4,-3,25,7,2014,4,29
569f5de42d0059663a7de7df,2714,2,-3,31,7,2014,3,30
569f5de82d0059663a7df450,1341,1,-3,2,7,2014,2,26
569f5de92d0059663a7dfa1e,632,2,-2,7,7,2014,0,27
569f5dea2d0059663a7dfba4,1902,1,-1,8,7,2014,1,27
569f5dea2d0059663a7dfea4,1087,2,-3,10,7,2014,3,27
569f5deb2d0059663a7dff5c,569,2,-2,10,7,2014,3,27
569f5deb2d0059663a7dffc6,2654,3,-3,11,7,2014,4,27
569f5dec2d0059663a7e04c5,1889,3,-3,15,7,2014,1,28
569f5dec2d0059663a7e04d9,529,1,-1,15,7,2014,1,28
569f5dec2d0059663a7e04ef,943,2,-3,15,7,2014,1,28
569f5ded2d0059663a7e06dc,2460,3,-3,17,7,2014,3,28
569f5dee2d0059663a7e08ef,1721,2,-4,18,7,2014,4,28
569f5df12d0059663a7e112e,383,1,-1,25,7,2014,4,29
569f5df12d0059663a7e12cf,3778,3,-3,27,7,2014,6,30
569f5df22d0059663a7e14e4,3186,2,-3,29,7,2014,1,30
569f5df22d0059663a7e155c,3276,3,-3,29,7,2014,1,30
569f5df32d0059663a7e16bd,1420,3,-3,30,7,2014,2,30
569f5df32d0059663a7e17c9,807,1,-2,31,7,2014,3,30
569f5df32d0059663a7e17d1,1592,3,-3,31,7,2014,3,30
569f5df32d0059663a7e17d2,1593,3,-3,31,7,2014,3,30
569f5df32d0059663a7e17f9,918,1,-4,31,7,2014,3,30
569f5df32d0059663a7e1823,954,3,-3,31,7,2014,3,30
569f5df32d0059663a7e1860,1442,3,-2,31,7,2014,3,30
569f5df32d0059663a7e1922,1101,1,-3,1,8,2014,4,30
569f5df72d0059663a7e1fe0,1521,2,-3,10,7,2014,3,27
569f5df82d0059663a7e2313,943,2,-3,15,7,2014,1,28
569f5dfa2d0059663a7e2b3c,4169,3,-3,30,7,2014,2,30
569f5dfa2d0059663a7e2b4f,4213,3,-3,30,7,2014,2,30
569f5e052d0059663a7e4aef,2987,3,-3,11,8,2014,0,32
569f5e052d0059663a7e4b5c,3166,4,-3,14,8,2014,3,32
569f5e092d0059663a7e57ba,1463,1,-3,4,8,2014,0,31
569f5e092d0059663a7e57c4,1461,1,-3,4,8,2014,0,31
569f5e0a2d0059663a7e5ac7,2478,1,-3,6,8,2014,2,31
569f5e0a2d0059663a7e5c4c,1861,2,-3,7,8,2014,3,31
569f5e0b2d0059663a7e5e09,3566,1,-5,9,8,2014,5,31
569f5e0b2d0059663a7e5fb2,373,1,-2,11,8,2014,0,32
569f5e0b2d0059663a7e5fd2,2754,2,-3,11,8,2014,0,32
569f5e0c2d0059663a7e6109,2536,2,-3,12,8,2014,1,32
569f5e0c2d0059663a7e6220,1077,1,-2,13,8,2014,2,32
569f5e0d2d0059663a7e6603,2324,3,-3,25,8,2014,0,34
569f5e0e2d0059663a7e68b8,860,2,-2,28,8,2014,3,34
569f5e0f2d0059663a7e6c4e,1939,1,-3,4,8,2014,0,31
569f5e0f2d0059663a7e6c5c,1939,1,-3,4,8,2014,0,31
569f5e102d0059663a7e70b0,2974,2,-3,12,8,2014,1,32
569f5e102d0059663a7e70c6,2974,2,-3,12,8,2014,1,32
569f5e102d0059663a7e71da,1098,1,-2,13,8,2014,2,32
569f5e122d0059663a7e7894,2871,3,-3,1,9,2014,0,35
569f5e152d0059663a7e831c,1444,2,-3,6,9,2014,5,35
569f5e152d0059663a7e833b,15168,2,-4,7,9,2014,6,36
569f5e162d0059663a7e85ee,1643,1,-3,1,10,2014,2,39
569f5e1a2d0059663a7e9296,388,1,-1,3,9,2014,2,35
569f5e1b2d0059663a7e95ef,982,1,-3,5,9,2014,4,35
569f5e1b2d0059663a7e967a,874,2,-3,6,9,2014,5,35
569f5e1c2d0059663a7e9811,3156,4,-3,8,9,2014,0,36
569f5e1c2d0059663a7e9951,678,1,-4,9,9,2014,1,36
569f5e1d2d0059663a7e9aea,178,1,-3,10,9,2014,2,36
569f5e1d2d0059663a7e9c10,1156,2,-1,11,9,2014,3,36
569f5e1d2d0059663a7e9dc5,819,1,-3,12,9,2014,4,36
569f5e1f2d0059663a7ea1f6,3664,3,-3,16,9,2014,1,37
569f5e232d0059663a7eafdd,4784,3,-3,1,10,2014,2,39
569f5e232d0059663a7eb0e6,390,1,-1,3,9,2014,2,35
569f5e252d0059663a7eb6c9,840,2,-2,21,9,2014,6,38
569f5e2a2d0059663a7ec785,1868,1,-3,1,10,2014,2,39
569f5e2a2d0059663a7ec824,3920,3,-4,6,10,2014,0,40
569f5e2b2d0059663a7ec8a1,1252,3,-3,9,10,2014,3,40
569f5e2b2d0059663a7ecb81,1391,3,-2,30,10,2014,3,43
569f5e2b2d0059663a7ecb8e,2729,3,-4,30,10,2014,3,43
569f5e302d0059663a7ed9cf,4419,3,-3,3,10,2014,4,39
569f5e332d0059663a7edde1,540,1,-3,7,10,2014,1,40
569f5e332d0059663a7eddfa,3416,2,-3,7,10,2014,1,40
569f5e342d0059663a7edf40,466,1,-1,8,10,2014,2,40
569f5e342d0059663a7ee0b3,164,1,-1,9,10,2014,3,40
569f5e342d0059663a7ee0c9,1069,3,-3,9,10,2014,3,40
569f5e342d0059663a7ee104,644,1,-3,9,10,2014,3,40
569f5e352d0059663a7ee1ba,794,1,-3,9,10,2014,3,40
569f5e352d0059663a7ee1bd,791,1,-3,9,10,2014,3,40
569f5e362d0059663a7ee6a3,2275,4,-3,14,10,2014,1,41
569f5e372d0059663a7ee81e,2767,3,-3,15,10,2014,2,41
569f5e372d0059663a7ee9c9,1405,3,-4,16,10,2014,3,41
569f5e382d0059663a7eeec7,5198,3,-4,20,10,2014,0,42
569f5e392d0059663a7ef06a,515,1,-3,21,10,2014,1,42
569f5e392d0059663a7ef0ff,768,1,-1,22,10,2014,2,42
569f5e3b2d0059663a7ef81d,903,3,-2,27,10,2014,0,43
569f5e3b2d0059663a7ef866,2293,3,-4,28,10,2014,1,43
569f5e3b2d0059663a7ef887,1302,3,-3,28,10,2014,1,43
569f5e3c2d0059663a7efa68,674,2,-1,29,10,2014,2,43
569f5e3c2d0059663a7efb56,713,4,-2,30,10,2014,3,43
569f5e3c2d0059663a7efb57,1175,3,-1,30,10,2014,3,43
569f5e3c2d0059663a7efb5b,462,2,-1,30,10,2014,3,43
569f5e3c2d0059663a7efb83,3477,4,-3,30,10,2014,3,43
569f5e3c2d0059663a7efb91,244,2,-1,30,10,2014,3,43
569f5e3e2d0059663a7f01b3,796,1,-2,7,10,2014,1,40
569f5e3e2d0059663a7f03d1,1029,2,-3,10,10,2014,4,40
569f5e402d0059663a7f0837,5950,3,-4,17,10,2014,4,41
569f5e422d0059663a7f1034,4327,2,-3,31,10,2014,4,43
569f5e422d0059663a7f10bd,4547,2,-3,31,10,2014,4,43
569f5e432d0059663a7f13dc,2860,3,-4,19,11,2014,2,46
569f5e442d0059663a7f1559,3891,3,-4,29,11,2014,5,47
569f5e512d0059663a7f361b,4893,4,-3,4,11,2014,1,44
569f5e532d0059663a7f3a3e,4140,3,-3,7,11,2014,4,44
569f5e542d0059663a7f3f6b,1427,3,-3,12,11,2014,2,45
569f5e542d0059663a7f4041,3388,4,-3,13,11,2014,3,45
569f5e572d0059663a7f46a6,1241,1,-3,18,11,2014,1,46
569f5e582d0059663a7f4763,4525,2,-3,19,11,2014,2,46
569f5e582d0059663a7f4822,736,1,-1,19,11,2014,2,46
569f5e582d0059663a7f4893,2693,3,-3,20,11,2014,3,46
569f5e582d0059663a7f48dc,771,1,-1,20,11,2014,3,46
569f5e592d0059663a7f4d5e,403,1,-1,24,11,2014,0,47
569f5e5a2d0059663a7f4eb7,2632,3,-3,25,11,2014,1,47
569f5e5b2d0059663a7f510e,978,2,-3,26,11,2014,2,47
569f5e5b2d0059663a7f5161,2530,3,-3,27,11,2014,3,47
569f5e5b2d0059663a7f524a,428,1,-3,27,11,2014,3,47
569f5e5b2d0059663a7f5332,3551,3,-3,28,11,2014,4,47
569f5e5c2d0059663a7f5583,802,2,-2,1,12,2014,0,48
569f5e5d2d0059663a7f5877,5059,4,-4,5,11,2014,2,44
569f5e5d2d0059663a7f598f,998,1,-3,7,11,2014,4,44
569f5e5f2d0059663a7f600a,3060,1,-3,18,11,2014,1,46
569f5e5f2d0059663a7f6090,1234,1,-3,18,11,2014,1,46
569f5e5f2d0059663a7f6131,5687,2,-3,19,11,2014,2,46
569f5e5f2d0059663a7f6195,881,1,-3,20,11,2014,3,46
569f5e602d0059663a7f630a,822,1,-2,22,11,2014,5,46
569f5e602d0059663a7f651f,3237,3,-3,25,11,2014,1,47
569f5e612d0059663a7f6617,1380,1,-3,27,11,2014,3,47
569f5e612d0059663a7f6683,2898,3,-3,27,11,2014,3,47
