gender,age,education,radio,newspaper,tv,internet
0,28,7,5,6,4,3
1,67,5,0,6,6,6
1,17,2,0,4,2,2
0,56,3,7,3,7,0
1,20,4,3,0,2,0
1,27,7,0,0,7,7
0,22,4,0,5,4,3
1,20,2,3,0,0,4
0,54,4,4,7,5,1
0,18,4,5,1,6,1
0,39,4,0,0,0,2
1,76,3,7,7,7,3
0,29,4,5,5,5,7
0,57,5,0,7,7,7
0,53,4,5,6,5,0
1,33,7,0,5,4,5
1,41,4,2,2,7,0
0,43,4,0,0,7,0
0,44,4,3,4,1,3
1,45,2,5,5,5,3
0,57,6,4,6,5,2
1,25,4,5,2,3,7
0,73,3,7,7,6,0
0,63,3,7,6,6,0
1,71,4,2,6,7,7
1,75,6,0,6,6,7
1,49,4,5,5,7,7
0,61,4,3,6,6,0
0,46,7,3,3,3,4
1,31,4,7,0,2,1
1,23,5,0,0,0,0
0,34,5,5,0,0,0
1,59,2,5,6,7,0
1,43,4,3,6,5,2
1,52,6,3,0,3,1
1,39,4,0,3,7,2
1,45,3,6,0,4,2
0,43,6,5,5,5,5
1,62,3,2,7,5,0
1,44,4,0,0,1,0
1,57,4,0,1,2,5
0,46,4,0,6,7,0
1,37,2,4,0,4,0
0,53,2,3,6,4,0
1,25,6,1,3,6,6
0,27,5,2,0,0,0
1,13,3,0,0,2,7
1,45,2,5,2,5,0
1,48,4,5,5,7,5
0,32,2,7,7,2,7
0,13,1,0,0,0,0
0,47,2,3,0,2,0
0,18,4,3,5,2,1
0,56,4,7,7,5,0
1,72,2,7,6,5,2
0,18,4,0,0,0,0
1,58,2,5,7,7,0
1,39,2,1,0,2,0
1,58,2,0,0,0,0
0,70,2,0,7,7,0
0,13,1,0,0,5,0
0,36,3,3,0,2,1
0,40,6,2,0,2,1
0,38,5,6,5,1,1
1,70,2,0,4,7,7
1,21,4,2,0,1,3
0,69,2,7,6,7,0
0,44,4,5,0,5,5
1,14,1,0,0,0,0
1,63,2,7,7,3,0
0,55,1,6,6,4,0
0,62,5,7,6,7,7
1,49,2,0,0,0,0
0,20,4,0,0,2,0
1,66,2,4,7,7,0
1,38,4,1,1,3,7
1,69,1,7,0,5,0
1,61,2,7,7,5,0
1,57,4,2,6,6,0
0,54,4,7,6,4,6
0,17,5,6,0,3,3
0,72,5,7,0,7,7
1,55,7,4,6,5,5
0,40,4,5,3,6,6
0,61,4,6,6,6,0
0,41,5,4,0,0,1
1,23,4,4,6,3,2
0,54,7,5,6,4,2
1,46,4,3,6,4,7
1,23,4,4,0,1,0
1,69,3,4,6,7,2
1,75,6,6,6,6,0
1,59,4,4,6,7,0
1,77,7,7,6,6,3
0,54,2,3,2,5,7
1,74,6,7,0,6,7
1,20,2,0,0,0,0
0,39,2,3,2,2,7
0,45,3,0,0,3,0
0,40,4,0,0,7,6
0,39,2,7,0,7,7
0,34,6,0,2,7,7
1,36,6,4,0,7,5
0,38,5,5,0,1,0
0,61,6,0,7,7,7
1,54,2,5,1,0,0
1,33,7,2,2,4,0
1,19,4,0,0,3,0
0,52,4,7,0,7,1
0,21,4,0,2,0,5
0,43,5,0,0,1,2
0,40,3,5,0,4,0
1,23,6,3,3,7,7
1,17,2,6,0,2,4
1,15,3,0,0,0,0
1,19,4,3,3,5,3
1,19,5,0,1,0,0
1,34,4,5,7,2,5
0,32,7,0,0,4,1
1,45,2,0,0,0,0
0,46,6,7,2,1,7
0,43,4,2,0,5,7
0,59,1,0,1,4,5
0,13,1,0,0,0,1
1,37,5,2,2,3,2
0,17,4,0,0,0,0
0,37,5,0,0,0,0
1,18,4,0,2,2,2
0,67,2,0,6,7,0
0,53,6,0,6,7,0
0,46,4,0,6,5,0
0,41,4,5,0,7,7
0,57,5,7,7,7,0
1,37,6,5,6,2,6
1,19,6,7,3,1,7
1,48,7,3,6,6,4
0,40,6,2,6,7,7
0,21,4,0,6,5,0
0,31,7,0,0,2,7
0,67,7,7,7,7,2
1,67,2,0,6,4,0
1,23,7,0,1,3,7
1,74,1,7,0,1,7
1,63,2,7,7,7,0
1,47,2,2,1,4,0
1,45,2,0,5,2,2
0,39,4,3,6,7,3
0,15,1,1,1,1,1
0,63,2,5,7,5,0
0,55,4,0,3,7,0
0,64,4,6,6,7,0
1,54,4,5,2,1,0
0,64,4,5,7,0,0
1,72,2,4,6,5,0
0,60,3,0,0,3,0
1,19,2,5,0,0,3
0,14,3,3,6,6,6
1,23,6,0,3,0,7
0,41,4,7,7,2,0
1,13,3,0,0,0,0
0,65,2,6,6,7,0
0,33,4,3,1,6,6
1,38,2,1,1,2,1
1,23,,0,0,5,0
1,41,4,2,0,1,1
0,49,6,6,0,7,7
0,31,6,0,0,4,1
0,15,3,2,5,7,2
1,77,4,0,6,7,7
1,47,4,7,1,4,7
1,74,6,7,4,6,0
1,61,6,5,0,5,6
1,76,7,4,6,7,7
1,38,7,5,0,1,6
0,16,5,0,1,1,1
0,76,4,7,6,7,0
0,36,5,5,5,7,2
1,65,7,5,7,5,1
1,74,7,5,6,5,7
0,16,4,1,1,3,0
1,55,4,5,7,7,0
0,14,5,0,0,0,0
0,35,4,4,3,5,7
1,67,6,7,7,7,0
0,41,4,7,6,7,0
0,69,6,7,7,7,2
0,63,5,0,0,7,0
1,73,6,2,7,4,1
1,70,4,0,0,1,5
1,49,4,4,2,7,7
0,18,4,4,4,3,0
1,81,5,7,0,7,0
1,33,4,5,0,0,0
1,53,4,5,6,6,2
1,54,4,4,0,3,2
0,71,4,5,7,7,0
0,53,2,6,6,6,2
1,23,4,5,0,2,3
0,72,3,4,7,5,1
1,79,4,0,0,0,0
0,59,2,2,6,0,0
1,78,7,0,7,5,0
1,80,5,3,6,7,0
0,52,6,0,6,6,2
0,68,4,0,6,0,0
0,41,4,4,5,3,6
1,58,4,0,7,6,0
0,40,4,7,0,7,2
1,52,4,5,6,5,5
1,53,3,1,3,2,4
0,43,6,5,5,2,1
0,18,6,0,4,5,2
0,40,4,5,6,1,2
1,64,2,1,0,7,7
1,61,1,3,0,3,5
0,44,2,2,5,4,0
1,67,3,7,7,5,7
0,50,3,3,0,3,6
1,55,2,3,6,7,7
1,78,4,6,7,7,2
0,15,2,3,2,2,0
0,49,3,0,0,7,0
1,20,4,6,0,1,1
1,89,2,7,7,7,0
1,59,2,0,0,7,0
0,57,4,6,2,7,0
0,15,3,0,0,1,1
0,55,2,0,0,1,0
0,77,,0,6,7,0
0,75,2,3,7,6,0
1,44,2,7,0,7,7
0,26,4,7,5,0,7
1,67,3,7,7,7,0
0,60,4,6,6,0,0
1,31,2,0,3,7,0
0,59,2,7,2,5,5
0,33,2,3,0,5,7
1,60,4,4,5,7,0
1,75,4,7,7,7,1
0,38,5,7,0,5,7
0,62,3,7,6,5,0
0,62,2,4,0,7,2
1,58,2,2,6,5,0
1,46,2,0,0,2,0
0,14,5,0,0,7,1
1,26,7,0,6,0,2
1,69,5,7,6,7,2
1,64,1,7,6,7,0
0,59,3,7,0,4,0
1,60,2,0,6,5,0
1,63,4,5,6,7,7
0,61,2,0,6,4,3
1,53,2,5,6,7,0
1,55,4,7,6,6,0
0,13,1,0,0,0,0
1,78,3,0,7,7,0
0,72,2,0,6,6,0
0,26,6,0,0,6,6
1,76,2,3,7,7,1
1,47,3,4,4,7,5
0,72,3,6,6,6,0
0,36,4,2,0,0,0
0,48,4,7,6,7,0
1,18,4,3,1,1,2
1,56,4,2,7,4,1
1,60,3,7,6,6,7
1,63,3,0,7,7,0
1,38,2,5,5,3,0
0,14,2,0,0,0,0
0,78,4,7,6,7,0
0,63,1,0,3,5,0
0,38,4,0,5,6,0
0,21,3,7,5,7,7
1,33,7,3,2,5,5
0,54,7,5,1,3,3
1,51,2,7,0,7,0
1,78,4,0,0,3,7
0,59,4,7,1,7,7
1,19,2,0,0,0,0
0,38,6,3,5,2,7
1,81,,0,1,6,7
1,69,6,6,6,6,4
0,56,4,2,6,5,0
1,14,2,0,0,0,0
0,31,4,4,3,4,0
1,33,4,5,6,7,0
0,50,7,7,6,6,7
1,71,7,3,6,5,2
1,45,7,5,6,6,0
0,46,4,0,0,5,7
1,54,7,5,6,3,5
1,44,7,5,1,7,0
0,71,3,7,6,6,0
1,53,7,7,6,6,7
0,43,4,2,7,7,0
1,58,5,0,6,7,5
0,64,4,6,6,6,0
1,40,3,0,0,7,2
0,28,4,5,1,5,5
0,41,2,1,1,4,6
0,42,4,0,0,5,0
1,54,4,7,5,5,3
1,34,7,3,6,1,6
1,57,4,1,1,1,0
1,45,2,5,6,4,0
1,40,3,1,3,7,7
1,51,5,0,0,5,5
1,56,6,4,7,4,2
1,36,6,5,6,7,7
0,52,3,0,0,0,0
0,67,6,3,6,5,0
0,52,7,6,0,0,7
1,61,6,4,6,7,5
0,33,7,5,6,4,6
1,27,7,7,0,6,1
0,70,5,0,7,7,0
1,54,4,7,7,7,7
1,31,2,5,3,3,0
1,45,1,5,0,0,0
1,75,7,4,6,6,4
0,30,6,1,0,1,0
0,14,2,0,1,1,1
1,71,5,0,6,7,7
1,76,6,7,7,6,0
1,29,7,7,4,5,7
1,17,4,0,0,0,7
0,30,7,1,5,0,7
0,76,1,7,0,0,0
1,29,7,6,1,6,7
0,13,3,0,0,7,6
0,26,6,6,0,5,7
1,72,6,7,1,7,7
1,71,6,0,6,7,0
0,57,4,7,0,6,0
0,30,7,0,0,0,0
0,26,2,2,0,7,0
0,28,4,7,3,7,7
0,71,1,0,7,7,0
1,71,2,7,7,7,3
0,77,3,4,7,7,1
0,79,4,0,6,6,0
1,73,7,7,5,7,2
1,17,5,7,0,7,7
0,24,6,1,2,1,0
0,62,2,3,2,7,0
0,56,3,2,0,5,7
0,23,4,0,0,0,0
0,28,4,5,4,5,2
1,74,2,0,5,5,5
1,70,6,0,7,7,5
0,22,4,2,1,2,3
1,29,6,5,0,5,7
1,64,4,5,7,7,3
1,78,6,2,7,7,7
0,20,5,0,0,0,3
0,52,4,3,6,2,7
1,70,6,7,7,6,4
1,81,4,3,7,7,3
1,72,4,0,0,0,0
0,70,3,7,6,7,2
0,70,4,0,6,7,0
1,45,6,5,6,7,7
1,85,1,0,6,7,0
1,27,6,5,0,6,7
1,72,7,7,7,5,2
0,36,7,5,6,7,7
0,46,4,3,1,7,5
1,76,5,4,6,7,5
0,70,3,6,7,7,0
1,18,4,1,0,1,2
0,26,7,5,0,7,7
1,30,4,0,0,5,4
0,23,6,0,2,1,1
0,72,4,2,6,6,3
1,46,5,7,6,5,5
1,55,3,3,4,7,0
1,74,4,7,7,7,7
1,30,4,2,0,5,7
1,39,6,7,1,5,4
1,32,5,5,2,4,4
1,79,6,7,7,6,6
1,57,6,1,1,2,0
1,50,4,7,0,7,1
0,73,4,3,6,5,3
1,74,5,6,6,7,3
0,71,1,1,3,5,7
0,23,6,7,2,4,0
0,54,6,7,7,7,0
0,44,7,7,0,0,0
1,59,2,7,6,6,0
1,26,4,0,6,0,0
1,13,1,1,1,0,0
0,46,4,7,6,6,4
1,66,6,1,6,7,5
0,40,4,0,7,7,7
1,35,6,3,2,5,1
1,69,4,7,6,6,0
0,54,4,0,6,7,0
0,85,7,0,7,7,0
1,65,6,4,6,2,1
0,18,4,6,1,0,4
1,38,7,5,6,4,6
1,39,6,5,6,2,7
1,70,5,3,0,7,0
1,71,3,7,6,6,1
0,78,2,0,7,7,5
0,41,7,0,7,5,0
0,18,7,1,7,7,4
1,73,4,0,7,3,0
1,73,7,7,7,7,4
0,59,4,0,0,4,0
0,52,2,1,0,0,1
0,37,5,7,6,4,4
1,72,3,3,6,6,0
0,49,6,7,3,5,7
0,27,4,0,0,5,5
1,56,7,0,6,5,7
1,52,6,7,6,6,0
1,13,1,6,4,7,0
1,70,6,6,6,6,0
0,68,4,2,6,7,4
1,49,4,4,6,6,6
0,61,6,7,7,7,7
1,59,4,7,6,6,6
1,62,4,5,6,5,0
1,48,2,5,6,4,2
0,41,5,3,0,4,0
0,58,6,6,7,7,7
0,61,5,5,0,6,1
0,81,4,0,1,7,0
0,51,4,0,6,2,0
1,66,4,7,0,7,0
1,68,7,0,7,0,7
0,54,7,6,5,6,7
0,57,2,0,0,2,0
1,68,7,7,7,7,0
1,46,4,7,6,7,7
1,51,7,5,6,7,5
1,72,7,4,6,5,0
1,85,7,0,7,2,0
0,36,4,2,0,1,0
0,55,4,0,0,2,2
0,69,2,7,6,5,0
1,45,7,5,6,5,1
1,73,7,0,7,1,7
1,64,3,7,7,7,4
1,49,7,4,7,5,5
0,66,6,7,6,7,0
1,71,1,6,6,5,0
0,60,4,4,0,0,0
0,74,4,7,6,5,0
1,60,3,0,6,7,6
0,14,3,4,7,3,1
1,25,3,0,0,0,0
0,64,4,7,0,0,0
1,21,4,5,0,0,4
1,26,5,0,6,3,2
1,17,4,0,2,2,3
1,74,5,3,6,3,0
0,61,2,0,6,7,0
0,64,6,7,3,7,7
0,41,5,0,0,4,1
1,43,5,5,3,7,7
0,32,5,5,5,1,1
1,64,6,7,6,6,5
1,88,3,7,0,7,7
0,66,4,2,6,6,6
0,53,4,2,0,4,6
1,41,4,6,0,0,0
1,87,7,6,7,6,0
0,53,6,7,6,5,1
1,58,6,0,0,7,7
0,17,5,1,0,2,1
1,29,4,0,4,0,0
1,35,7,4,1,0,7
1,41,7,0,5,5,5
1,44,4,6,6,7,0
1,49,6,5,5,5,2
1,58,4,7,0,7,0
0,38,6,5,0,5,0
1,73,6,0,1,3,3
0,42,5,5,0,7,3
0,66,5,5,6,7,7
1,48,4,5,7,7,7
1,36,7,3,0,0,5
0,33,4,5,0,6,2
1,54,7,3,1,5,6
0,25,7,4,0,2,0
1,60,5,7,0,6,2
0,64,6,5,6,4,4
0,21,6,1,0,5,5
0,14,5,7,6,2,7
0,48,4,4,0,2,0
1,59,2,7,6,2,0
1,48,4,7,6,4,6
0,57,7,0,5,6,0
1,39,5,5,4,2,7
1,71,7,7,6,7,0
0,45,6,1,2,2,7
1,32,6,0,0,5,7
1,27,4,6,0,4,6
0,31,4,3,7,7,3
0,59,5,0,7,7,7
1,46,2,7,0,3,7
0,42,4,0,7,0,0
0,50,3,3,0,5,0
0,54,3,0,4,7,4
0,46,6,7,6,2,7
0,17,3,0,1,2,0
1,50,2,3,6,1,3
0,29,3,5,0,0,2
1,50,4,5,7,0,7
1,51,2,5,6,2,7
1,43,4,7,0,7,7
0,41,5,2,6,5,7
1,49,2,0,7,7,7
0,43,4,0,0,0,0
1,34,2,7,0,3,5
0,37,6,3,6,7,0
1,47,6,5,6,3,7
0,66,4,0,6,3,3
0,41,4,0,6,2,0
0,45,4,4,7,6,4
1,67,6,7,6,7,1
0,37,6,5,0,5,7
0,47,4,5,6,7,0
0,47,4,0,0,7,0
1,58,5,0,0,7,0
1,14,3,1,0,7,0
0,41,6,0,0,7,0
0,43,4,4,0,0,3
0,54,6,7,6,6,7
1,55,2,7,7,7,0
0,35,4,0,2,1,3
1,49,6,5,2,3,5
1,36,4,0,0,5,7
1,64,7,3,6,7,7
1,34,4,5,5,4,7
0,28,7,1,0,6,0
0,43,4,2,2,2,2
1,23,5,0,1,0,3
0,58,4,0,0,7,6
0,36,2,7,0,5,0
1,84,6,4,7,7,7
1,48,4,5,0,4,4
0,43,6,5,6,6,0
0,14,,0,0,0,0
1,45,4,1,0,1,0
1,37,7,3,5,6,7
0,63,3,0,7,0,0
0,65,3,0,0,7,7
1,43,6,6,5,5,4
0,49,4,0,5,5,5
1,59,2,5,1,7,7
0,49,5,7,7,7,0
0,25,7,0,0,5,6
0,23,6,2,5,7,7
0,22,1,7,1,5,6
1,32,7,1,5,1,2
1,71,7,0,7,5,0
1,40,4,7,0,7,0
0,41,3,7,0,5,2
1,41,6,5,3,5,7
1,31,7,0,4,5,7
0,60,1,0,0,0,0
0,28,6,5,2,5,2
1,44,4,5,4,7,0
0,16,5,2,5,4,5
1,30,7,0,0,1,7
0,69,2,0,6,4,0
0,18,4,1,0,1,1
0,52,2,0,1,7,1
1,28,4,7,1,0,2
1,26,6,4,4,4,5
1,65,2,0,6,5,2
1,35,2,5,5,7,7
0,27,6,0,0,4,1
0,47,7,3,6,5,5
0,36,4,0,0,6,2
1,50,2,1,4,5,3
0,25,6,5,0,4,3
0,33,4,2,0,7,0
0,24,6,7,6,7,7
0,21,4,2,0,0,7
1,29,4,1,2,4,0
1,42,4,5,5,7,7
0,37,4,4,0,3,2
0,29,4,3,0,3,3
1,54,6,3,7,7,7
1,69,2,0,4,4,0
0,61,3,4,0,2,0
1,28,6,5,5,1,7
0,53,4,3,0,3,1
0,27,7,4,0,3,4
1,49,2,0,0,7,0
0,32,6,4,0,0,0
0,33,4,5,6,1,0
0,39,6,6,3,3,2
1,20,6,0,0,0,0
1,34,7,1,5,6,2
0,27,4,4,0,5,4
1,46,4,0,0,1,0
1,21,6,5,5,1,2
1,50,2,5,5,7,5
0,52,4,0,0,2,4
0,41,4,5,0,4,5
0,38,4,0,0,1,3
0,29,4,0,7,0,6
0,53,2,3,3,7,7
1,33,7,1,7,0,1
0,30,4,2,0,0,0
1,48,4,0,0,7,6
1,26,4,0,0,0,0
1,34,6,3,3,3,3
0,80,4,6,6,6,0
0,36,7,1,1,7,2
1,60,4,3,6,7,0
0,36,6,2,7,4,0
0,29,7,1,0,1,2
1,43,2,1,5,7,2
1,63,2,0,6,6,4
1,38,1,7,0,7,0
1,36,4,0,0,0,0
0,39,5,4,2,3,7
1,61,3,0,0,7,5
0,25,7,1,2,2,0
0,28,7,0,1,4,3
1,20,6,4,4,5,7
0,24,7,2,1,6,6
0,25,7,0,5,2,3
1,35,2,0,4,4,0
0,27,7,0,0,2,4
0,20,6,1,4,4,0
0,24,6,5,6,5,0
0,21,4,0,0,6,0
1,20,6,0,0,2,7
0,26,6,0,0,1,7
0,25,7,5,0,5,2
0,25,6,7,0,0,7
0,23,6,0,0,4,2
0,24,6,0,0,6,6
1,43,6,7,0,0,7
0,39,6,6,5,6,0
0,27,7,4,5,5,7
0,28,7,0,0,7,7
0,20,6,0,0,0,0
0,86,7,0,7,7,0
1,49,6,7,0,4,7
0,29,7,2,6,2,7
0,22,6,2,0,5,0
0,20,5,3,3,2,7
0,45,4,5,6,2,0
0,43,5,0,7,4,0
1,42,5,7,0,3,1
1,32,5,2,2,3,7
0,30,6,4,4,3,7
0,68,2,2,7,3,0
0,36,6,7,4,3,7
1,57,4,5,6,3,0
1,28,6,7,0,6,7
1,83,5,7,7,6,0
1,29,6,7,3,4,7
0,24,4,0,0,5,0
0,25,6,5,0,1,7
0,53,4,7,0,7,0
1,51,2,5,0,7,1
0,55,4,2,1,0,7
0,24,4,6,0,5,0
1,45,6,3,6,2,3
0,58,4,7,0,7,7
0,36,2,7,0,2,7
1,16,2,0,0,0,0
1,20,2,0,0,6,0
0,41,4,4,7,6,6
0,35,5,1,2,5,4
0,43,4,5,0,5,0
1,32,6,5,6,6,7
0,32,4,2,3,3,1
0,69,3,5,7,7,0
0,41,4,7,3,5,0
1,42,6,5,6,4,3
1,72,5,7,6,6,6
0,64,3,7,5,4,0
0,39,5,5,6,6,0
0,26,5,6,1,6,6
0,27,4,7,6,6,1
0,27,7,0,0,4,4
1,59,2,0,6,7,0
0,53,3,2,7,2,1
0,32,4,1,1,4,4
1,34,4,2,1,0,0
1,36,4,0,3,5,7
1,37,4,0,0,3,3
0,17,2,0,0,0,0
1,57,2,5,5,5,4
0,56,2,6,6,7,2
0,55,2,4,6,6,6
1,51,6,7,0,7,1
0,53,4,4,0,4,7
0,51,2,5,5,4,0
0,47,3,5,0,7,2
0,36,7,5,1,3,1
0,59,1,0,7,7,0
0,44,5,1,3,3,0
1,42,6,5,3,3,7
1,44,7,7,6,6,2
0,54,6,0,0,7,0
1,25,7,5,0,0,4
1,30,7,5,0,4,6
1,18,5,0,1,0,7
1,36,6,0,5,5,0
0,45,4,6,6,4,2
1,68,4,6,6,6,3
0,61,7,7,5,5,3
1,61,3,7,7,7,2
0,15,5,0,0,0,3
0,31,4,7,0,1,1
1,54,6,0,6,5,5
1,35,4,4,7,5,0
0,30,6,1,2,5,4
0,42,4,0,2,2,5
1,29,2,5,6,6,6
0,50,4,1,6,6,2
1,61,7,1,7,1,5
0,24,5,0,3,5,3
0,59,3,0,0,1,4
1,66,2,1,6,6,6
1,29,4,7,0,6,7
0,38,4,0,0,4,0
1,19,4,0,0,0,0
1,34,2,5,1,7,5
1,51,4,0,5,7,0
0,22,7,0,3,7,3
0,40,2,0,6,5,3
0,53,3,5,0,5,7
0,61,6,7,6,7,0
0,45,5,0,6,4,1
0,27,6,3,1,0,4
1,24,4,5,4,4,0
0,54,6,7,7,7,7
1,34,6,6,0,5,7
0,55,3,7,2,3,2
0,29,4,0,0,2,1
1,40,5,3,0,7,3
1,35,4,6,0,3,5
0,29,7,0,0,6,5
0,55,6,2,7,4,0
0,24,6,0,0,6,7
0,27,4,0,7,0,0
0,58,2,7,6,3,1
1,43,7,4,6,2,7
1,19,4,0,0,0,1
1,60,6,4,6,5,4
0,40,6,7,0,7,5
0,30,6,5,0,6,0
1,45,6,5,6,7,2
0,38,6,2,0,3,5
0,19,5,1,0,0,0
1,28,6,5,2,5,5
0,60,4,3,6,6,0
0,49,4,0,0,5,0
1,31,4,5,0,6,1
1,55,2,3,0,7,0
1,30,4,3,0,3,0
1,63,4,6,6,7,0
0,38,2,0,0,1,0
0,51,,1,1,1,7
0,35,6,0,0,7,7
1,57,2,5,0,3,0
0,27,4,3,1,0,1
0,24,6,0,0,5,7
1,43,4,0,0,0,0
0,65,4,0,0,4,5
1,51,4,3,6,4,3
0,41,4,2,3,4,7
0,66,6,1,7,5,2
0,54,4,0,0,4,3
1,22,6,0,5,5,7
0,64,3,7,7,7,0
0,37,4,0,0,7,7
0,55,3,4,2,7,5
1,30,4,6,7,6,7
1,72,2,4,5,4,0
0,51,6,4,1,7,0
0,40,4,6,0,7,0
0,62,4,0,6,6,0
0,24,4,0,0,1,0
0,39,4,2,0,0,2
1,40,3,1,1,1,4
0,24,4,0,0,0,0
0,70,1,7,0,6,3
0,37,7,0,1,3,2
0,23,7,1,3,4,4
0,51,4,5,1,7,6
0,61,2,5,6,7,0
1,38,7,2,0,7,7
0,65,1,0,0,3,0
0,24,7,0,0,1,2
0,38,5,6,3,7,0
0,30,7,3,1,4,6
0,29,6,5,0,3,7
1,31,4,7,0,1,6
0,40,4,0,0,0,7
0,66,1,2,0,0,0
0,26,6,6,0,6,4
1,17,5,0,2,7,0
1,49,2,7,3,0,7
1,46,4,5,6,7,0
1,44,4,4,0,2,1
1,22,6,2,0,4,3
0,17,5,0,0,7,1
0,26,7,5,5,5,5
0,27,4,0,2,0,3
1,64,6,4,6,7,2
1,75,6,7,6,7,6
1,64,6,0,0,0,7
0,64,6,7,6,7,2
0,66,4,5,6,7,0
0,52,3,7,2,7,2
1,74,4,1,7,7,3
0,25,4,0,0,0,0
1,36,4,5,5,5,5
0,57,7,2,6,3,2
1,67,7,7,7,7,0
1,51,4,3,7,7,7
0,65,3,7,7,7,1
0,47,5,7,6,7,7
0,51,6,5,6,4,1
1,59,4,7,0,7,7
1,57,4,2,0,4,1
0,49,4,5,5,7,7
1,60,4,6,6,1,1
1,40,6,3,6,5,7
0,41,6,2,6,2,7
1,56,6,7,7,0,7
1,23,4,5,0,0,2
0,43,4,4,3,3,1
1,60,4,6,4,7,6
1,61,7,5,4,4,1
0,41,4,0,0,0,0
0,63,6,7,6,7,0
1,45,7,0,7,7,7
1,61,2,0,0,7,7
0,54,2,4,2,5,0
0,15,5,0,0,5,0
0,24,7,0,0,0,4
0,29,4,5,7,5,2
1,19,6,6,5,6,5
1,20,2,5,0,3,0
0,24,7,5,0,4,5
0,26,7,2,0,1,1
0,26,7,1,0,2,0
0,13,2,0,2,0,3
0,34,7,6,0,1,4
0,25,6,4,0,3,7
1,22,3,1,1,1,1
1,53,3,4,4,5,0
1,59,3,5,2,7,2
0,56,4,0,6,1,0
1,45,4,0,0,7,7
0,51,4,0,0,7,7
0,28,4,6,6,6,3
0,34,4,5,1,3,0
0,14,2,0,0,0,0
0,41,2,5,1,7,5
1,66,3,2,7,4,0
0,26,6,7,3,7,7
0,66,4,7,6,7,5
0,25,7,2,0,2,7
1,30,4,5,0,0,7
0,34,4,0,0,0,0
0,31,6,7,1,1,4
1,27,4,6,2,6,0
0,54,4,3,2,4,7
1,42,2,0,0,7,0
0,28,6,4,0,2,1
1,20,6,4,2,1,7
1,80,6,4,6,7,0
0,28,5,7,0,4,7
1,31,4,0,0,0,0
0,44,2,6,6,7,3
1,36,6,7,1,6,1
0,28,4,2,0,3,0
0,58,3,5,6,0,0
0,30,6,3,0,0,7
0,74,5,7,6,5,0
0,44,2,0,1,7,0
0,33,,7,2,3,3
1,34,4,0,0,3,3
0,59,1,1,2,5,3
1,47,2,5,6,6,5
0,30,2,7,7,7,7
1,28,6,5,2,1,7
1,29,4,3,0,7,7
0,29,4,6,0,3,0
1,61,1,7,0,5,0
1,40,4,5,2,6,7
0,23,6,1,1,5,3
1,31,6,4,6,6,5
1,14,1,7,0,5,2
0,46,4,5,5,4,6
0,54,3,0,0,3,0
0,57,4,0,1,5,0
0,38,3,3,0,5,5
1,16,5,2,1,1,1
1,49,7,6,6,6,4
0,56,4,0,0,0,0
1,43,4,5,5,7,2
1,43,4,5,1,3,7
0,21,6,3,4,1,4
0,52,6,7,7,0,0
0,21,6,7,0,5,0
0,35,7,6,5,7,7
0,35,4,7,2,3,7
0,49,4,5,7,5,0
1,20,5,2,6,5,3
1,55,2,5,7,6,5
0,56,3,0,2,7,7
0,44,4,0,3,1,4
0,54,4,0,7,4,3
0,13,1,2,0,4,7
0,48,3,5,0,0,0
1,17,3,0,2,7,2
1,29,4,0,0,5,0
0,59,3,0,7,7,2
1,24,5,0,6,0,7
0,47,4,2,6,1,4
1,37,6,7,0,7,6
0,53,6,0,6,1,0
0,38,4,0,6,4,1
0,22,4,0,5,4,5
0,63,1,7,7,1,0
1,13,3,0,2,0,3
0,52,4,0,0,7,7
0,60,2,0,1,4,3
0,35,4,5,1,6,7
0,23,6,1,0,0,2
1,52,2,7,6,7,7
0,25,4,7,0,5,0
0,45,6,7,1,7,5
0,65,2,0,0,5,0
1,58,5,7,6,7,5
0,34,6,0,6,4,1
0,31,4,5,6,4,2
1,32,4,0,1,1,4
1,16,2,7,0,1,1
0,27,4,0,3,0,5
0,24,6,0,2,2,1
0,26,6,6,0,7,3
1,24,6,0,0,5,7
0,15,3,6,0,0,0
1,38,2,3,3,3,0
1,71,4,2,4,4,3
1,37,4,5,0,1,0
1,45,2,0,0,0,0
0,31,6,1,3,7,1
1,40,4,6,4,2,0
0,25,4,1,0,1,7
1,36,4,6,2,6,6
0,43,6,1,0,0,2
0,28,7,0,1,5,7
1,40,4,4,0,0,3
1,77,6,1,6,4,1
0,51,4,5,0,2,4
1,39,4,3,7,7,4
1,49,5,4,4,3,7
0,19,4,3,5,4,3
1,24,,0,0,0,2
1,49,4,0,1,2,2
0,31,4,0,0,4,4
1,25,4,5,5,5,7
0,27,6,5,0,3,3
1,51,4,5,1,7,7
1,37,6,7,4,4,7
1,34,7,7,0,4,7
0,20,6,6,0,5,0
0,42,4,4,7,7,0
0,26,4,2,0,5,5
0,28,6,5,0,0,3
0,22,7,4,1,3,5
0,31,6,0,2,1,4
0,22,7,2,0,1,7
0,18,4,1,1,1,5
1,15,5,0,0,2,1
1,15,3,0,0,2,0
1,29,6,5,0,5,7
0,22,2,1,0,5,0
0,25,6,2,0,7,0
0,41,5,3,0,0,0
1,35,4,7,5,7,2
0,63,1,0,0,7,0
0,43,5,2,0,3,0
1,22,6,0,7,5,7
0,57,2,4,6,6,6
1,39,6,0,0,0,5
0,25,6,7,0,1,4
0,59,3,4,0,5,3
0,14,5,0,5,2,2
1,36,6,5,6,3,5
