36.668	173.182	106.008	0.100	76.593	0.100	0.100	61.317	74.832	0.100
0.100	18.030	13.677	0.100	312.151	0.100	0.100	9.462	0.100	22.180
0.100	40.794	27.698	0.100	38.917	0.100	86.991	0.100	0.100	0.100
67.201	290.402	85.286	0.100	495.995	0.100	0.100	178.617	0.100	0.100
0.100	188.120	0.100	0.100	28.259	0.100	0.100	16.920	0.100	0.100
79.538	739.338	125.713	0.100	116.161	0.100	11.757	33.127	0.100	4.065
0.100	0.100	0.100	0.100	194.100	0.100	0.100	0.100	0.100	0.100
0.100	17.475	196.082	0.100	73.126	0.100	11.717	0.100	0.100	0.100
0.100	19.362	16.115	0.100	307.421	0.100	0.100	9.921	0.100	22.681
16.577	75.215	0.100	0.100	24.913	0.100	151.695	0.100	0.100	0.100
0.100	172.103	0.100	0.100	36.021	0.100	6.788	27.489	0.100	0.100
154.541	337.602	80.572	0.100	227.602	0.100	164.213	86.766	0.100	14.405
0.100	32.351	0.100	0.100	207.849	0.100	0.100	0.100	0.100	0.100
0.100	96.861	270.738	0.100	17.646	0.100	0.100	8.156	0.100	0.100
0.100	0.100	0.100	0.100	155.100	0.100	0.100	0.100	0.100	0.100
0.100	10.577	12.372	0.100	5.926	0.100	0.100	22.489	3.583	105.653
16.662	132.254	50.578	0.100	28.334	0.100	169.946	51.945	0.100	5.980
40.316	72.079	73.901	0.100	11.764	0.100	0.100	91.675	0.100	80.865
0.100	35.592	0.100	0.100	40.972	0.100	0.100	0.100	0.100	178.736
151.032	20.940	0.100	0.100	56.327	0.100	0.100	0.100	0.100	0.100
60.783	124.907	70.010	0.100	106.775	176.058	0.100	26.133	0.100	3.033
25.739	173.398	24.293	0.100	497.940	0.100	27.609	17.622	0.100	0.100
81.082	135.470	262.290	0.100	31.824	0.100	0.100	29.628	0.100	24.305
217.373	334.548	107.788	0.100	295.477	0.100	17.870	61.508	11.137	0.100
9.588	445.616	16.818	0.100	0.100	0.100	9.377	0.100	0.100	0.100
0.100	9.415	0.100	0.100	2.281	0.100	97.958	86.746	0.100	0.100
24.034	53.818	0.100	55.630	18.349	0.100	0.100	75.668	0.100	0.100
0.100	69.521	0.100	76.679	0.100	0.100	0.100	0.100	0.100	0.100
0.100	185.678	0.100	0.100	8.538	0.100	0.100	18.083	0.100	0.100
0.100	21.092	0.100	0.100	236.108	0.100	0.100	0.100	0.100	0.100
0.100	8.330	0.100	0.100	0.100	0.100	0.100	289.870	0.100	0.100
204.033	0.100	0.100	0.100	51.586	0.100	0.100	29.680	0.100	0.100
52.672	23.735	146.784	0.100	0.100	0.100	0.100	24.466	30.147	17.795
0.100	56.629	54.853	0.100	68.046	0.100	0.100	69.871	0.100	0.100
0.100	161.673	0.100	0.100	85.527	0.100	0.100	0.100	0.100	0.100
0.100	52.260	0.100	85.639	0.100	0.100	0.100	0.100	28.401	0.100
0.100	250.190	0.100	0.100	8.523	0.100	0.100	0.100	0.100	28.587
12.085	50.005	0.630	0.100	80.010	120.872	0.100	0.100	0.100	119.999
0.100	0.100	0.100	0.100	180.100	0.100	0.100	0.100	0.100	0.100
27.223	49.912	21.831	85.900	73.734	0.100	8.770	43.239	0.100	26.192
6.195	40.255	86.451	0.100	0.100	0.100	0.100	227.499	0.100	0.100
0.100	28.737	157.180	0.100	28.382	0.100	0.100	0.100	0.100	0.100
39.256	54.776	205.422	0.100	5.823	0.100	0.100	3.222	0.100	0.100
0.100	198.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	87.371	0.100	0.100	0.100	104.349	15.908	45.772	0.100	0.100
0.100	52.165	0.100	0.100	0.100	0.100	0.100	236.035	0.100	0.100
35.131	69.635	0.100	0.100	0.100	129.557	0.100	61.325	0.100	6.852
86.288	56.857	0.100	0.100	0.100	0.100	0.100	225.829	0.100	8.425
0.100	191.025	0.100	0.100	0.100	0.100	0.100	13.174	0.100	0.100
0.100	31.451	0.100	0.100	23.793	0.100	110.056	0.100	0.100	0.100
153.605	0.100	0.100	0.100	61.595	0.100	0.100	0.100	0.100	0.100
0.100	0.100	0.100	0.100	0.100	0.100	78.803	0.100	0.100	127.397
0.100	0.100	0.100	0.100	0.100	0.100	146.100	0.100	0.100	0.100
115.894	0.100	0.100	0.100	0.100	0.100	46.306	0.100	0.100	0.100
0.100	0.100	0.100	0.100	0.100	0.100	83.791	0.100	0.100	138.409
0.100	0.100	0.100	0.100	0.100	0.100	166.100	0.100	0.100	0.100
0.100	238.684	0.100	0.100	228.131	0.100	13.485	0.100	0.100	0.100
68.849	27.868	58.583	0.100	0.100	0.100	0.100	0.100	0.100	0.100
238.390	32.025	0.100	0.100	0.100	0.100	40.529	13.456	0.100	0.100
20.996	19.664	202.309	0.100	10.367	14.164	0.100	0.100	0.100	0.100
23.268	46.778	5.086	0.100	0.100	0.100	4.305	13.020	108.141	0.100
0.100	35.641	0.100	0.100	0.100	0.100	0.100	159.187	0.100	26.471
4.646	174.447	0.100	0.100	106.305	0.100	0.100	15.001	0.100	0.100
33.723	88.090	0.100	45.141	0.100	147.248	0.100	78.198	0.100	0.200
0.100	68.006	18.195	0.100	45.848	100.351	0.100	0.100	0.100	0.100
141.310	75.786	9.519	0.100	22.785	0.100	0.100	0.100	0.100	0.100
0.100	300.904	0.100	0.100	0.100	0.100	0.100	0.100	0.100	7.296
0.100	99.521	122.130	0.100	55.649	0.100	0.100	0.100	0.100	0.100
0.100	225.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
283.052	196.997	65.436	0.100	144.612	0.100	0.100	99.793	0.100	5.710
0.100	283.300	6.614	0.100	45.387	0.100	0.100	0.100	0.100	0.100
294.506	71.694	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
89.933	113.700	0.100	0.100	6.584	144.612	0.100	40.670	0.100	0.100
10.424	405.776	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
3.684	17.426	18.679	0.100	0.100	0.100	0.100	145.610	0.100	0.100
46.117	173.083	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
355.021	122.292	1.008	0.100	0.100	0.100	0.100	41.980	0.100	16.199
